quote_text,param_count
就因为你戴了黄色眼镜看到的才是黄色的,0
Just Monika,0
可是那一天，我有了新的想法,0
猫也可以,0
你们都是我的翅膀,0
你还记得自己是男的,0
贫乳是稀有价值,0
任性可是女孩子的天性呢,0
日本队又赢了,0
白学#名句欣赏,0
我曾经把你当做过自慰对象,0
我和你将在那个新世界里成为新的夏娃和夏娃,0
我很好奇,0
我认为H是不对的,0
我喜欢尼娅，还有大家,0
我现在内心感到悲痛欲绝,0
我已经看到结局了,0
我在未来等你,0
小兔子暗黑无限破,0
心叶，你一定不懂吧,0
胸部什么的，明明只是装饰,0
选择吧,0
一股恋爱喜剧的酸臭味,0
有什么要来了,0
远的不是距离，而是次元啊,0
在妹妹的房间用妹妹的电脑玩对妹妹耍流氓的游戏,0
在虚构的故事当中寻求真实感的人脑袋一定有问题,0
真是可爱呢,0
我将来，想当摄影师,0
真有你们的啊SE,0
这是最优先事项喔！,0
这手今晚不洗了,0
之后干了个爽,0
不就是一块石头么，看我用高达把它推回去,0
不能逃避、不能逃避、不能逃避,0
不要停下来啊！,0
不作死就不会死，为什么不明白！,0
被重力束缚住灵魂的人类,0
创造新时代的不会是老人,0
动啊，铁奥,0
高达屹立于大地之上,0
感受到了世界的恶意,0
脚只是装饰而已，上面的大人物是不会懂的,0
看我正义的一击！,0
连我爸爸都没有打过我,0
联邦的MS都是怪物吗,0
陌生的天花板,0
马上启动新的武藏指挥官,0
你渴望力量吗,0
你们都是我的翅膀,0
你说这个谁懂啊,0
你敢违抗拥有巴耶力的我吗,0
难道藏了我所不知道的笑点？,0
前方高能反应,0
让我见识一下吧，联邦军MS的性能,0
人类总是重复同样的错误,0
弱者为何要战斗,0
人类是无法相互理解的,0
三天三夜,0
Sieg Zeon,0
所罗门哟，我又回来了,0
突破天际,0
我犯下了无法挽回的错误,0
我就是高达,0
我是为了与你相遇才出生的,0
已经不用再战斗了,0
因为年轻而犯下的错,0
因为还是个小鬼啊,0
这时只要微笑就可以了,0
这就是青春吗,0
这不是女人的名字吗,0
这是何等的失态,0
只不过是主监视器坏了,0
只要打不中就没有什么大不了,0
钻头是男人的浪漫,0
左舷弹幕太薄了,0
尸体在说话,0
GET DAZE,0
必可活用于下一次,0
不要靠近我啊,0
不会浪费你太多时间的,0
大脑在颤抖,0
但是我拒绝,0
但我的痛苦在你之上,0
对他使用炎拳吧,0
德国的科学技术是世界第一,0
大哥哥，一起玩吧,0
恶·即·斩,0
复！活！,0
复活吧，我的爱人！,0
伏尔加博士，请原谅我！,0
咕杀,0
哈哈你去死吧,0
好强大的灵压！,0
好肉麻的两公婆，好在他们不是我父母，否便样衰了,0
好讨厌的感觉啊,0
海的那边……是敌人……,0
回老家结婚,0
活下去,0
接下来才是真正的地狱,0
就是本人……就是本人！,0
就算是神也杀给你看,0
看啊，你的死兆星在天上闪耀,0
莱纳，你坐啊！,0
冒险家翻抽屉有什么不对,0
没有人能在我的BGM里打败我,0
那边的人全都是处男吗,0
那种事不要啊,0
你不是还有生命吗,0
你的下一句话是,0
你会记得你吃过多少片面包吗,0
你相信引力吗,0
你已经死了,0
怠惰,0
你也想起舞吗,0
你在...说什么？,0
前面可是地狱啊,0
全都打一顿！,0
燃烧吧，小宇宙,0
人类才勇敢,0
人类的赞歌是勇气的赞歌,0
人类为什么要互相伤害,0
三天三夜,0
伤疤是男子汉的勋章,0
虽然我可爱又迷人，但我会招来死亡,0
所以我说那个酱汁呢？,0
是我迪奥哒,0
为王的诞生，献上礼炮！,0
我不做人了,0
我的生涯一片无悔,0
我就将我刚刚体验到的事直接说出来吧！,0
我连宇宙尽头在哪里都不知道，怎么会知道这个,0
我们的战斗才刚刚开始,0
我是魔法使,0
我秃了，也变强了,0
我想起来了,0
放棄思考,0
吾等前方，绝无敌手！,0
吾心吾行澄如明镜，所作所为皆为正义,0
现在你感觉如何？感觉如何了！？,0
相同的招式对圣斗士是没用的,0
想死一次吗,0
艺术就是爆炸,0
勇士喜欢巨乳有什么错,0
又斩了无聊的东西,0
在我眼里都是渣,0
战斗力只有5的渣渣,0
这个男人，有两把刷子,0
这也在你的计算之中吗,0
这虽然是游戏，但可不是闹着玩的,0
这是便宜糖,0
这是我最后的波纹,0
说谎的味道,0
真是肤浅,0
真是HIGH到不行,0
正面上我啊,0
不要扶他,0
城之内之死,0
臣服在汉诺崇高的力量面前吧,0
出现吧！我的他妈西！,0
打麻将真开心啊,0
对闪光防御,0
堕落！萌死他卡多！,0
好强！太强了！,0
好戏从现在才要开始！,0
很了不起的大象先生吧,0
教练，我想打篮球,0
快住手！这根本不是决斗！,0
没有等级不就是等级零吗,0
那里已经不是你的领域了,0
那我呢,0
你的生命犹如风中残烛,0
青眼白龙攻击布伦希尔德,0
锵锵锵！冲击性的事实！,0
神之一手,0
所累哇多卡纳,0
完美的手牌,0
我已经燃烧殆尽了，只剩下雪白的灰,0
无限立直,0
下一回合你就完了,0
小学生真是太棒了,0
一飞冲天啊，我！,0
意义不明的卡,0
这是为了生存下来的我的挣扎！,0
这个游戏，我有必胜法！,0
必胜法,0
这仇，我记下了,0
不也挺好吗,0
不要以为这样就算赢了,0
代表月亮消灭你,0
都是夏美子的错,0
和我签订契约，成为魔法少女吧,0
精密检查,0
头脑稍微冷静一下吧,0
我，真是个笨蛋,0
已经没什么好怕的了,0
因幡巡,0
操到叫苦连天,0
人被杀就会死,0
你是我的Master吗,0
圍繞著你的世界，比你想象的要溫柔一些,0
我不是萝莉控，只是喜欢的人刚好是萝莉而已！,0
现在是你比较强,0
亚瑟王不懂人心,0
All your base are belong to us,0
部落都是废物,0
滴滴，你个王八蛋！,0
El Psy Kongroo,0
汉斯，你的咖啡真难喝,0
欢迎回来，指挥官,0
和平源自力量,0
好讨厌，眼泪一直停不下来,0
哼哼哼！呵呵呵呵！哈哈哈哈哈！,0
可以让我玩一会吗？,0
开幕雷击,0
来盘昆特牌吧,0
竜神の剣を喰らえ,0
男人就该干男人,0
你的英勇长存人心,0
你们这是自寻死路,0
纳米机器，小子！,0
全场最佳,0
人不能，至少不应该,0
RUA,0
如此强大的力量,0
如今又再度变得温顺了,0
如果你是龙，也好,0
少女祈祷中,0
神说你还不能死在这里,0
收了可观的小费后，酒馆老板小声道,0
说得好，但这毫无意义,0
万物皆虚，万事皆允,0
我得重新集结部队,0
我选择死亡,0
效果拔群,0
膝盖中了一箭,0
痒，好吃,0
一大波僵尸正在接近,0
因为神圣的F2A链接着我们每一个人,0
犹豫，就会败北,0
战争，战争从未改变,0
这是何等的灵压啊,0
侦测到在途的聚变打击,0
总有一天我的生命将抵达终点，而你，将加冕为王,0
再来一回合！,0
愛情是盲目的,0
今晚的月色真美,0
恐怖如斯,0
來者啊，快把一切希望揚棄,0
女孩子是由砂糖、香辛料和某些美好东西组成的,0
前天看到了小兔，昨天是小鹿，今天是你,0
我的神，我的神，为什么离弃我,0
我要这天，再遮不住我眼，要这地，再埋不了我心，要这众生，都明白我意，要那诸佛，都烟消云散！,0
我真是个罪孽深重的女人,0
小火把在闲逛,0
噫！好！我中了！,0
站住，你是如此美麗,0
最上川,0
宝↗生↘永↗梦↘,0
对哦，我就是传说中的魔法少女Beast,0
根本赢不了，我听不懂,0
今晚去吃烤肉,0
奶奶曾经说过,0
你都守护了什么,0
其实宗方根本不会喝酒,0
撒，来细数你的罪恶吧,0
为什么在一旁看着！难道你真的背叛了吗,0
我的身体已经残破不堪了,0
我没有梦想，但我可以守护梦想,0
我只是个科学家，我没有他们那样的力量,0
我自始至终都是最佳状态,0
我将效忠于您,0
现在，我的手中抓住了未来,0
相信我，你也可以变成光,0
乡队员不是在与杰克的搏斗中死了吗,0
奥特曼:佐菲#侵略计划的制定,0
谢谢你，泰罗,0
英雄可不能临阵脱逃啊,0
这份笑容，就是健康的证明哦,0
这副嫉妒我的表情,0
二次元禁断综合征,0
弗拉格综合征,0
名场面,0
一级插旗师,0
樱Trick综合征,0
战斗力单位,0
战斗力膨胀,0
弹幕,0
标题上线,0
此处可出本,0
非静止画面,0
该来的总会来的,0
加鸡腿,0
跨年观影集,0
老兵回忆录,0
你个假粉,0
你不要过来啊,0
水印,0
天下漫友是一家,0
五分钟诅咒,0
我不要看繁星,0
我就是叫紫妈怎么了,0
完全一致,0
心如刀哥,0
周指活,0
字幕组调皮了,0
官方吐槽,0
自挂东南枝,0
假猪套天下第一,0
啊啊啊啊,0
把我血加住，我有盾墙,0
拔螺丝,0
摆烂,0
creeper?,0
胆创,0
飞龙骑脸怎么输,0
非洲铁头菇,0
拐,0
刮痧,0
葫芦娃救爷爷,0
舰长补给全保底，舰长副本零掉落,0
接头霸王,0
今晚深渊结算,0
就打德,0
Konmai quality,0
快闪开我按错了,0
亮血条,0
绿色恶魔,0
买bug送游戏,0
梦幻联动,0
盟军情报员,0
那万一赢了呢,0
你们没有手机吗,0
七个男人不如狗,0
审美DE化,0
危,0
猥琐发育，别浪,0
TIS Trinity Union,0
咸鱼王，我当定了,0
西装打团,0
云联动,0
一诺行为,0
正版极限国度,0
欧派,0
道歉时露出胸部是常识,0
你胸太小不要说话,0
胸不平何以平天下，乳不巨何以聚人心,0
兵库北的微笑,0
贵圈真乱,0
官方吐槽,0
官方玩梗,0
官方有病,0
官方整活,0
Hello world,0
好多孩子看到这个根本把持不住,0
男校情人節,0
偶像是不会上厕所的,0
死宅真恶心,0
三年起步，最高死刑,0
我不会跳花周末而被关了起来,0
我好兴奋呀,0
我们成年人看了都感觉不适,0
我现在冷静到快要吓死了,0
我这个人物比较特殊,0
谢谢茄子,0
一把剑就直接穿过去了,0
营业,0
御宅时尚,0
这是LoveLive,0
只选一个人的话根本没法选啊！,0
傲娇毁一生,0
百合无限好，可惜生不了,0
白色恶魔,0
CLANNAD是人生,0
CP已分,0
蝉在叫，人坏掉,0
东吴爱萝莉，曹魏控人妻，蜀汉全是基,0
粉红的切开来里面都是黑的,0
七八定律,0
骑士vs浪子,0
娶妻当如樱庭葵，生女当如泉此方,0
如果奇迹有颜色，那一定是橙色,0
五百年前是一家,0
玄不救非，氪不改命,0
在ED里奔跑的动画都是好动画,0
紫色老太婆,0
主角胜于嘴炮，反派死于话多,0
自古OP多剧透,0
自古对波左边输,0
自古红蓝出CP,0
自古蓝毛多苦逼,0
自古肉番出燃曲,0
自古戏剧必出事,0
萌,0
萝莉,0
萝莉有三好，身娇腰柔易推倒,0
萌萌哒,0
萌音绕梁，三日不绝,0
天降软妹,0
用生命把妹的男人,0
妹妹,0
父母双亡，有妹有房,0
恨妹不成穹,0
亲妹妹不如干妹妹,0
晒妹十天,0
有个能干的妹妹真好,0
FFF团,0
BL咖啡,0
腐眼看人基,0
近朱者赤，近墨者黑，近月者弯,0
烧死那对异性恋,0
为什么我的手中多了火把和汽油,0
性别不同怎么谈恋爱,0
下巴分攻受,0
一对百合一对基，剩下一个是苦逼,0
愿天下有情人都是失散多年的亲兄妹,0
只要可爱就算是男孩子也没关系,0
爱到深处自然黑,0
此生无悔入东方，来世愿生幻想乡,0
风险投资,0
买买买,0
你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存,0
圈地自萌,0
射惠主义,0
一莲二幽三大八,0
柚子厨请退群,0
知世就是力量,0
惨遭动画化,0
惨遭真人化,0
惨遭漫画化,0
惨遭小说化,0
惨遭游戏化,0
诚哥死得早,0
打土豪，分手办,0
大自然的鬼斧神工,0
但是只要幸福就OK啦,0
地球君又杯具了,0
多好大美,0
发病,0
官方逼死同人,0
官方有病,0
黑深残,0
画风突变,0
技术宅拯救世界,0
记得关好门,0
看剧本,0
老兵回忆录,0
牛顿死得早,0
婆罗门,0
生不如加速猪，死不如剪刀狗,0
时代在进步,0
帅不过三秒,0
特别的氛围,0
徒手拆高达,0
提供,0
铁也，机战吧又有人黑你了,0
修正,0
血统论,0
以炮会友,0
远看炮塔吓死人，近看五对负重轮,0
战歌起,0
真叫人脸扁,0
沉迷学习，日渐消瘦,0
自带BGM,0
下流梗,0
夫人窝来送水了,0
露易丝定型文,0
日日夜夜,0
如果这都不算爱,0
三个人结婚吧,0
太太我喜欢你啊,0
愿援力与你同在,0
这腿我能玩一年,0
正确饲养你的方法,0
纸片人,0
梓喵打酱油,0
最終回發情期,0
放飞自我,0
公款追星,0
还是种田比较适合老子,0
还有这种操作？,0
interesting,0
夹脚,0
降智打击,0
君日本语本当上手,0
开除二次元,0
老实点每次扫黄都有你,0
力速双A弱女子,0
莓良心,0
冥风淳朴，使风日下,0
你们这群家伙别老是把声优和角色关联到一起啊,0
你太甜了,0
你谁啊,0
拉邦結派,0
然而并没有什么卵用,0
声优不要钱,0
声优怒领工资,0
四天王有五人,0
她是一名魁梧女子,0
我裤子都脱了你就让我看这个,0
要优雅，不要污,0
一本正经地胡说八道,0
一人血书,0
因为很重要所以说了两遍,0
运气守恒定律,0
这游戏能玩？,0
只要五官长得好，三观跟着五官跑,0
致远星战况如何,0
总有一天你们会看着我画的东西撸,0
最喜欢的一集,0
做MAD只有死路一条,0
模板:萌宅用语,0
？,0
888,0
按头小分队,0
按下F键,0
八国联军字幕组,0
报复社会,0
BGM：聋的传人,0
变声期,0
承包,0
成语,0
存活确认,0
red,0
打字带空格,0
弹幕护体,0
弹幕演员,0
挡字幕,0
淦,0
鬼看条,0
过审小王子,0
护眼小分队,0
万火留,0
计数君,0
截图干嘛，愣着啊,0
见福打,0
借你吉言,0
进我的收藏夹里吃灰吧,0
解除封印,0
剧透,0
空耳,0
空降,0
开始吟唱,0
没错你卡了,0
妈妈你听我解释,0
每日一遍，账号再见,0
你暴露时间了,0
你不要过来啊,0
你币没了,0
贫穷使我们相遇,0
屏幕脏了,0
扫墓,0
道具收集线,0
省流量,0
我干的,0
我裂开了,0
万能语言,0
完全一致,0
小鬼,0
小嘴抹了蜜,0
下次一定,0
野生字幕君,0
乙,0
以上企业均已破产,0
又疯一个,0
暂停党,0
眨眼补帧,0
战歌起,0
只有会员才知道的世界,0
注入灵魂,0
真实,0
自动换色,0
左舷弹幕太薄了,0
自古OP九十秒，从左到右刚刚好,0
自古P2没人看,0
AV画质,0
啊！这光！啊！这水！,0
百万填词,0
爆音,0
你比玫瑰更美丽,0
逮虾户,0
防不胜防,0
该来的总会来的,0
高手在民间，失手在阴间,0
揭棺而起,0
经费在燃烧,0
RAGE OF DUST#k卡其脱离太（梗）,0
看条识蛋,0
每一帧都是壁纸,0
牛顿死得早,0
失踪人口,0
完结撒花,0
万恶之源,0
血界战线#轶事,0
我读书少，你不要骗我#变体及用法,0
下巴分攻受,0
一定是我打开的方式不对,0
音量注意,0
预告骗,0
←中间→,0
ry,0
33-4,0
傲娇毁一生,0
awsl,0
你不会百度吗#ggrks,0
hshs,0
这里喜欢,0
ksk,0
ktkr,0
kwsk,0
mjdsk,0
prpr,0
UNICORN,0
wktk,0
BL咖啡,0
才八点,0
菜鸡互啄,0
趁热来了一发,0
诚哥死得早,0
带球撞人,0
点,0
电子斗蛐蛐,0
反复去世,0
盖亚,0
给您拜年了,0
官方吐槽,0
鬼知道我经历了什么,0
贾斯丁布布,0
金发的孩子好可怜,0
橘里橘气,0
卡在了奇怪的地方,0
开幕雷击,0
跨服聊天,0
里山死刑,0
Galaxy Brain,0
女人唱歌男人死,0
你以为我们人民警察会相信你的鬼话吗,0
前方高能反应,0
强行解说,0
确认过眼神,0
如果这都不算爱,0
商业互吹,0
摄影师你明天不用来上班了,0
申oN,0
画面遮挡,0
声优都是怪物,0
是在下输了,0
随地大小变,0
同步率,0
同化度,0
危,0
文明观球,0
我不要看繁星,0
我出生了,0
我敬你是条汉子,0
我开始方了,0
我已经看到结局了,0
我反对这门亲事,0
警察叔叔，就是这个人,0
马伯庸,0
想多了,0
小别致长得真东西,0
一人一勺,0
引起舒适,0
缘，妙不可言,0
张口闭眼,0
这点题我给满分,0
这个好哎,0
这就是外国人少的原因,0
这么可爱一定是男孩子,0
这是人干的事吗,0
字幕组调皮了,0
UP主又拿中文歌欺骗我们,0
妈问跪,0
如果奇迹有颜色，那一定是橙色,0
太太我喜欢你啊,0
新人都是怪物,0
颜表立,0
这腿我能玩一年,0
知世就是力量,0
中文十级,0
从零开始的oooo,1
都是oo的错,1
进击的oo,1
魔法少女oo,1
我的oo不可能这么可爱,1
我们仍未知道oooo,1
只有oo知道的世界,1
oo什么的最讨厌了,1
oo又死了真没人性,1
刚刚o了一下,1
今天很快乐对不对？我们明天一定会更快乐的，oooo!,1
绝望了，我对这个oo的世界绝望了,1
快向全国的oo道歉,1
其实我对oo还是蛮有自信的,1
如果oo就是神作了,1
是oo的friends呢,1
酸甜苦辣咸，ooooo,1
我的字典里没有oo,1
我对普通的oo没有兴趣,1
太oo了吧,1
为了保护我们心爱的ooo……成为偶像！,1
我叫oo，是个侦探,1
超高校级的oo,1
o井户,1
oo真是天使,1
爱酱大oo,1
都是oo的错,1
就算是oo，只要有爱就没问题,1
只有oo受伤的世界完成了,1
oo是会互相吸引的,1
oo是能成为我母亲的女性,1
离地球毁灭还有ooo天,1
oo是什么，能吃吗,1
oo，你这家伙在看我吧,1
oo，我的超人,1
不，学长，是我们oo,1
连自己心爱的人都救不了，我还算什么oo,1
连一刻都没有为oo的死亡哀悼，立刻赶到战场的是,1
那个oo，被这种东西打败了吗！！！,1
那一天，人类终于想起了oo的恐怖,1
你从什么时候开始产生了oooo的错觉,1
前略，天国的oo君,1
我ooo愿称你为最强,1
我愚蠢的oo啊,1
因为我们是ooo,1
永远无法到达oo的真实,1
诸君，我喜欢oo,1
哦多！oo选手冲上了赛道,1
区区oo送给你了,1
为什么oo在这里？靠自己的力量逃出来了吗,1
我不喜欢oo,1
因为我是oo,1
用oo带来笑容,1
最强的ooo一切都是必然的,1
不oo的话不就只能去死了吗,1
刚刚o了一下,1
只要杀了oo我随便你搞,1
oo无权为我授勋,1
oo永不为奴,1
En Taro oo,1
oo像是和空间固定在了一起，纹丝不动,1
圣光啊，你有看到那个oo吗,1
完蛋，我被oo包围了,1
抓住一只野生的oo,1
oo很简单，我已经尝试了不下千回,1
oo的笑容由我来守护,1
oo，请把力量借给我,1
oo，你出息了啊,1
oo的末日到了,1
我只是路过的oo,1
无敌的oo倒下了,1
御用oo,1
oooo，av10492,1
啊我的oo屏,1
屏幕前的你不用oo,1
暂停学oo,1
oo发射器,1
很喜歡oo玩家的一句話：啊？,1
老子有oo你怕不怕,1
oo圣经,1
人活着哪有不oo的，硬撑罢了,1
我们的宇宙充满了质子，中子，电子，还有oo,1
oo美如画,1
oo哭晕在厕所,1
oo不是一般厉害,1
可以的，ooo,1
你们……有没有oo,1
我的童年不是oo真是太好了,1
我oo动了,1
oo生前是个体面人,1
大型oo同人,1
小鸟游家要小心一个叫x太的男人,1
oo很萌的，你们不要黑她,1
oo粉,1
o抄千,1
oo推,1
oo如同大小姐的威严一样伟岸,1
oo我老婆,1
oo特有幻视,1
看见oo我就进来了,1
我要做oo的狗,1
我永远喜欢oo,1
喜欢oo的都没有坏人,1
一入oo深似海，从此节操是路人,1
oo你死得好惨啊,1
o在起跑线,1
惨遭oo化,1
没有oo我要死了,1
遇见自己的oo,1
oo是完全没有必要的存在,1
单身久了，看oo都觉得眉清目秀的,1
我不想隐瞒我和oo是夫妻的事实,1
不是很懂你们oo,1
大型oo同人,1
可惜是个oo,1
恐怕罪魁祸首就是oo,1
没有oox我要死了,1
你逢田姐当然会oo呀,1
全世界都在说oo话,1
谁还不会oo,1
太oo了吧,1
我oo动了,1
演了oo过后,1
一言不合就oo,1
这一巴掌是替oo打的,1
o键已坏,1
oo，讲究,1
oo唱得好,1
oo打钱,1
oo已介入调查,1
oo时代前来考古,1
大型oo现场,1
你刚刚说了oo对吧,1
屏幕前的你不用oo,1
前面oo的等等我,1
俗称oo,1
死因：oo,1
上一个这么说的已经oo了,1
他觉得o得不好于是又来了一遍,1
我oo动了,1
在现场，我是oo,1
战术oo,1
O得很好，下次不许再o了,1
o分钟诅咒,1
oo说的对,1
oo早期作品,1
oooo，av10492,1
奥特oo,1
不o，滚,1
告诉oo我还爱她,1
看见oo我就进来了,1
空前的oo潮流,1
笑容oooo,1
o年后,1
oo还只是个孩子,1
oo厨激怒,1
oo不可避,1
ooの小曲,1
神仙oo,1
放开那个oo,1
嫉妒使我oo,1
记住这个oo,1
梅开o度,1
前方oo福利,1
强行oo,1
oo警告,1
日常oo,1
如果oo就是神作了,1
上次我这么走被人打了o次,1
我o我自己,1
暂停学oo,1
正宫のoo,1
oo的笑容由我来守护,1
oo我老婆,1
国家欠我一个oo,1
oo吧！xx,2
oo与xx之间的惨烈修罗场,2
ooo也要xxx,2
oo的奇妙xx,2
欢迎来到oo至上主义的xx,2
某oo的xxxx,2
从oo看还是从xx看,2
我o的xx,2
oo，我的oo,2
姐姐姐姐，oooo。雷姆雷姆，oooo,2
我得了一种不oo就会xx的病,2
由于oo问题，约定毕业后恢复xx关系,2
oo还能再战xx年,2
oo，你算计我！oo！,2
oo，快用你那无敌的xx想想办法吧,2
o——o——,2
但oo实在是太xx了,2
和我的oo是同样类型的xx呢,2
要用oo打败oo,2
要上了ooo——xx的储备足够吗,2
oo是x文明,2
用心做oo，用脚做xx,2
这是ooo，你已经学会了，现在去xxx吧！,2
oo在xx,2
寫作oo讀作xx,2
oooo千百万，xxxx占一半,2
黑化强o倍，洗白弱o分,2
oo好可爱啊oo,2
画个xx硬说是oo,2
oo了，我不做xx的粉丝了,2
真正的oo，虚假的oo,2
oo凑不出一个xx,2
o非o,2
黑化强o倍，洗白弱o分,2
你这么oo，你xx知道吗,2
以为是oo吗？残念！是xx！,2
真当oo不上xx,2
众所周知，oo是xx,2
oo指导：xx,2
oo，你关注的xx更新了,2
更o补x,2
oo关系毁于xx,2
o——o——,2
我居然在oo上看xx,2
众所周知，oo是xx,2
o月是xx的oo,3
这世上哪有什么oo黑，只有oo蜜和扭曲的oo蜜,3
x oo x,3
o月是xx的oo,3
